dimension,funcion,repeticion,tiempo_s
700,iterative_maxmin_cuadrado,5,0.01922917366027832
700,iterative_maxmin_cuadrado,6,0.018854856491088867
700,iterative_maxmin_cuadrado,7,0.018894433975219727
700,iterative_maxmin_cuadrado,8,0.018671512603759766
700,iterative_maxmin_cuadrado,9,0.018419981002807617
900,ft.maxmin,0,0.001997709274291992
900,ft.maxmin,1,0.0018515586853027344
900,ft.maxmin,2,0.0018744468688964844
900,ft.maxmin,3,0.001844167709350586
900,ft.maxmin,4,0.00183868408203125
900,ft.maxmin,5,0.0018699169158935547
900,ft.maxmin,6,0.0018699169158935547
900,ft.maxmin,7,0.0018808841705322266
900,ft.maxmin,8,0.0018465518951416016
900,ft.maxmin,9,0.0018618106842041016
900,iterative_maxmin_cuadrado,0,0.028920650482177734
900,iterative_maxmin_cuadrado,1,0.041707515716552734
900,iterative_maxmin_cuadrado,2,0.0355374813079834
900,iterative_maxmin_cuadrado,3,0.039952754974365234
900,iterative_maxmin_cuadrado,4,0.048874616622924805
900,iterative_maxmin_cuadrado,5,0.03699016571044922
900,iterative_maxmin_cuadrado,6,0.043332576751708984
900,iterative_maxmin_cuadrado,7,0.034224510192871094
900,iterative_maxmin_cuadrado,8,0.04618239402770996
900,iterative_maxmin_cuadrado,9,0.050399065017700195
1200,ft.maxmin,0,0.005174398422241211
1200,ft.maxmin,1,0.0043942928314208984
1200,ft.maxmin,2,0.00439906120300293
1200,ft.maxmin,3,0.004370689392089844
1200,ft.maxmin,4,0.0043485164642333984
1200,ft.maxmin,5,0.004361629486083984
1200,ft.maxmin,6,0.004495382308959961
1200,ft.maxmin,7,0.004349946975708008
1200,ft.maxmin,8,0.004364490509033203
1200,ft.maxmin,9,0.004393577575683594
1200,iterative_maxmin_cuadrado,0,0.05959343910217285
1200,iterative_maxmin_cuadrado,1,0.059504032135009766
1200,iterative_maxmin_cuadrado,2,0.05913949012756348
1200,iterative_maxmin_cuadrado,3,0.05778217315673828
1200,iterative_maxmin_cuadrado,4,0.05693316459655762
1200,iterative_maxmin_cuadrado,5,0.055780649185180664
1200,iterative_maxmin_cuadrado,6,0.05578804016113281
1200,iterative_maxmin_cuadrado,7,0.05622363090515137
1200,iterative_maxmin_cuadrado,8,0.05529069900512695
1200,iterative_maxmin_cuadrado,9,0.05571484565734863
