label,iteration,regime,M,N,batch,threshold,order,epsilon,avg_degree,max_degree,dense_p,target_p,empirical_p,empirical_avg_degree,eta0_max,eta0_mean,eta0_p95,eta0_std,eta_samples,elapsed_ms
supercritical_mst_r2_N254,0,supercritical,254,254,1,0.2,3,0.6,3,5,0.2,0.0118577,0.0115154,2.91339,45,17.705,36,9.81321,27731,130.394
supercritical_mst_r2_N297,0,supercritical,297,297,1,0.2,3,0.6,3,5,0.2,0.0101351,0.0104195,3.08418,40,15.0622,27,6.85169,39621,145.112
supercritical_mst_r2_N349,0,supercritical,349,349,1,0.2,3,0.6,3,5,0.2,0.00862069,0.00828311,2.88252,43,17.1124,31,8.06254,53633,142.109
supercritical_mst_r2_N409,0,supercritical,409,409,1,0.2,3,0.6,3,5,0.2,0.00735294,0.00726305,2.96333,45,17.2689,32,7.87812,73920,142.239
supercritical_mst_r2_N479,0,supercritical,479,479,1,0.2,3,0.6,3,5,0.2,0.00627615,0.0061757,2.95198,47,19.0189,33,8.44182,100579,152.708
supercritical_mst_r2_N561,0,supercritical,561,561,1,0.2,3,0.6,3,5,0.2,0.00535714,0.00529666,2.96613,44,16.03,27,6.61496,140717,184.022
supercritical_mst_r2_N658,0,supercritical,658,658,1,0.2,3,0.6,3,5,0.2,0.00456621,0.00470963,3.09422,74,30.0669,59,16.564,190661,211.019
supercritical_mst_r2_N771,0,supercritical,771,771,1,0.2,3,0.6,3,5,0.2,0.0038961,0.00407634,3.13878,50,20.3921,35,8.47498,270486,201.556
supercritical_mst_r2_N904,0,supercritical,904,904,1,0.2,3,0.6,3,5,0.2,0.00332226,0.00331491,2.99336,63,27.0878,48,12.1514,354912,237.748
supercritical_mst_r2_N1060,0,supercritical,1060,1060,1,0.2,3,0.6,3,5,0.2,0.00283286,0.00282752,2.99434,78,30.3639,56,14.8295,500506,288.487
supercritical_mst_r2_N1242,0,supercritical,1242,1242,1,0.2,3,0.6,3,5,0.2,0.00241741,0.00237718,2.95008,67,25.9405,48,11.8279,668754,330.845
supercritical_mst_r2_N1456,0,supercritical,1456,1456,1,0.2,3,0.6,3,5,0.2,0.00206186,0.00211095,3.07143,72,29.587,51,12.7008,937771,500.471
supercritical_mst_r2_N1706,0,supercritical,1706,1706,1,0.2,3,0.6,3,5,0.2,0.00175953,0.00182004,3.10317,88,31.0118,56,14.0309,1319511,575.642
supercritical_mst_r2_N2000,0,supercritical,2000,2000,1,0.2,3,0.6,3,5,0.2,0.00150075,0.00153327,3.065,94,36.3648,64,16.2224,1771918,763.495
supercritical_mst_r0_N20,0,supercritical,20,20,1,0.2,3,0.6,3,5,0.2,0.157895,0.184211,3.5,11,4.67368,9,2.5606,190,137.527
supercritical_mst_r0_N23,0,supercritical,23,23,1,0.2,3,0.6,3,5,0.2,0.136364,0.13834,3.04348,9,4.00524,7,1.959,191,147.216
supercritical_mst_r0_N27,0,supercritical,27,27,1,0.2,3,0.6,3,5,0.2,0.115385,0.0997151,2.59259,14,5.32246,11,2.96373,276,132.708
supercritical_mst_r0_N32,0,supercritical,32,32,1,0.2,3,0.6,3,5,0.2,0.0967742,0.106855,3.3125,13,5.87957,11,2.94876,465,142.509
supercritical_mst_r0_N38,0,supercritical,38,38,1,0.2,3,0.6,3,5,0.2,0.0810811,0.0896159,3.31579,13,5.20721,9,2.46093,666,130.012
supercritical_mst_r0_N44,0,supercritical,44,44,1,0.2,3,0.6,3,5,0.2,0.0697674,0.0739958,3.18182,15,6.14905,11,3.01055,946,132.38
supercritical_mst_r0_N52,0,supercritical,52,52,1,0.2,3,0.6,3,5,0.2,0.0588235,0.0475113,2.42308,19,7.63435,14,4.01155,1176,131.607
supercritical_mst_r0_N61,0,supercritical,61,61,1,0.2,3,0.6,3,5,0.2,0.05,0.0497268,2.98361,14,6.23684,10,2.611,1596,135.609
supercritical_mst_r0_N71,0,supercritical,71,71,1,0.2,3,0.6,3,5,0.2,0.0428571,0.0450704,3.15493,15,6.69139,11,2.82681,2346,134.58
supercritical_mst_r0_N84,0,supercritical,84,84,1,0.2,3,0.6,3,5,0.2,0.0361446,0.0424555,3.52381,24,9.32768,18,5.08442,3241,162.42
supercritical_mst_r0_N98,0,supercritical,98,98,1,0.2,3,0.6,3,5,0.2,0.0309278,0.0281927,2.73469,30,10.425,20,5.81605,4278,161.221
supercritical_mst_r0_N115,0,supercritical,115,115,1,0.2,3,0.6,3,5,0.2,0.0263158,0.0283753,3.23478,21,7.67633,14,3.60799,6105,170.531
supercritical_mst_r0_N134,0,supercritical,134,134,1,0.2,3,0.6,3,5,0.2,0.0225564,0.0218831,2.91045,26,9.77436,18,4.60136,8128,178.078
supercritical_mst_r0_N158,0,supercritical,158,158,1,0.2,3,0.6,3,5,0.2,0.0191083,0.018947,2.97468,25,11.316,19,4.86283,11027,174.983
supercritical_mst_r0_N185,0,supercritical,185,185,1,0.2,3,0.6,3,5,0.2,0.0163043,0.0158637,2.91892,32,13.6905,25,6.63607,14706,130.273
supercritical_mst_r0_N217,0,supercritical,217,217,1,0.2,3,0.6,3,5,0.2,0.0138889,0.014849,3.20737,30,12.5962,22,5.63056,21736,137.536
supercritical_mst_r0_N254,0,supercritical,254,254,1,0.2,3,0.6,3,5,0.2,0.0118577,0.0115465,2.92126,33,12.2099,22,5.55972,28443,139.927
supercritical_mst_r0_N297,0,supercritical,297,297,1,0.2,3,0.6,3,5,0.2,0.0101351,0.010829,3.20539,44,16.1842,30,7.58406,40755,136.939
supercritical_mst_r0_N349,0,supercritical,349,349,1,0.2,3,0.6,3,5,0.2,0.00862069,0.00882653,3.07163,33,14.4403,24,5.74063,54947,143.217
supercritical_mst_r0_N409,0,supercritical,409,409,1,0.2,3,0.6,3,5,0.2,0.00735294,0.0071432,2.91443,44,17.854,31,7.96877,73921,153.113
supercritical_mst_r0_N479,0,supercritical,479,479,1,0.2,3,0.6,3,5,0.2,0.00627615,0.00619317,2.96033,42,19.0293,33,8.15414,99237,158.306
supercritical_mst_r0_N561,0,supercritical,561,561,1,0.2,3,0.6,3,5,0.2,0.00535714,0.00562771,3.15152,58,24.6687,47,13.1326,141246,173.431
supercritical_mst_r0_N658,0,supercritical,658,658,1,0.2,3,0.6,3,5,0.2,0.00456621,0.00439966,2.89058,58,25.0211,44,11.5682,186366,189.084
supercritical_mst_r0_N771,0,supercritical,771,771,1,0.2,3,0.6,3,5,0.2,0.0038961,0.00387758,2.98573,66,26.7976,49,13.1826,261741,224.678
supercritical_mst_r0_N904,0,supercritical,904,904,1,0.2,3,0.6,3,5,0.2,0.00332226,0.00327816,2.96018,59,26.1126,46,11.7597,365086,239.895
supercritical_mst_r0_N1060,0,supercritical,1060,1060,1,0.2,3,0.6,3,5,0.2,0.00283286,0.00287206,3.04151,76,29.2738,54,13.8234,493530,289.998
supercritical_mst_r0_N1242,0,supercritical,1242,1242,1,0.2,3,0.6,3,5,0.2,0.00241741,0.00239275,2.9694,72,30.2856,52,13.1845,671066,325.358
supercritical_mst_r0_N1456,0,supercritical,1456,1456,1,0.2,3,0.6,3,5,0.2,0.00206186,0.00210528,3.06319,83,34.0984,60,15.8324,948760,388.206
supercritical_mst_r0_N1706,0,supercritical,1706,1706,1,0.2,3,0.6,3,5,0.2,0.00175953,0.00176503,3.00938,93,38.1154,71,19.5341,1282408,524.37
supercritical_mst_r0_N2000,0,supercritical,2000,2000,1,0.2,3,0.6,3,5,0.2,0.00150075,0.00155028,3.099,106,41.9171,78,21.2057,1790790,620.837
supercritical_mst_r1_N20,0,supercritical,20,20,1,0.2,3,0.6,3,5,0.2,0.157895,0.147368,2.8,10,4.4,9,2.42096,190,125.964
supercritical_mst_r1_N23,0,supercritical,23,23,1,0.2,3,0.6,3,5,0.2,0.136364,0.130435,2.86957,10,4.64935,8,2.27408,231,131.238
supercritical_mst_r1_N27,0,supercritical,27,27,1,0.2,3,0.6,3,5,0.2,0.115385,0.102564,2.66667,12,5.14,10,2.70932,300,120.261
supercritical_mst_r1_N32,0,supercritical,32,32,1,0.2,3,0.6,3,5,0.2,0.0967742,0.0947581,2.9375,13,5.51597,11,2.84991,407,125.122
supercritical_mst_r1_N38,0,supercritical,38,38,1,0.2,3,0.6,3,5,0.2,0.0810811,0.0640114,2.36842,13,5.66723,10,2.72742,595,120.555
supercritical_mst_r1_N44,0,supercritical,44,44,1,0.2,3,0.6,3,5,0.2,0.0697674,0.0676533,2.90909,16,6.3055,12,3.20721,946,118.002
supercritical_mst_r1_N52,0,supercritical,52,52,1,0.2,3,0.6,3,5,0.2,0.0588235,0.0550528,2.80769,16,6.58163,12,3.1168,1176,120.162
supercritical_mst_r1_N61,0,supercritical,61,61,1,0.2,3,0.6,3,5,0.2,0.05,0.0442623,2.65574,19,7.31296,14,3.70977,1489,122.206
supercritical_mst_r1_N71,0,supercritical,71,71,1,0.2,3,0.6,3,5,0.2,0.0428571,0.0410463,2.87324,21,8.14231,16,4.31856,2080,129.064
supercritical_mst_r1_N84,0,supercritical,84,84,1,0.2,3,0.6,3,5,0.2,0.0361446,0.0413081,3.42857,30,12.196,24,7.04802,3321,127.614
supercritical_mst_r1_N98,0,supercritical,98,98,1,0.2,3,0.6,3,5,0.2,0.0309278,0.0328214,3.18367,23,9.31663,17,4.50242,4371,120.239
supercritical_mst_r1_N115,0,supercritical,115,115,1,0.2,3,0.6,3,5,0.2,0.0263158,0.026087,2.97391,36,14.2018,29,8.2952,5566,125.471
supercritical_mst_r1_N134,0,supercritical,134,134,1,0.2,3,0.6,3,5,0.2,0.0225564,0.0237908,3.16418,25,10.0633,20,4.92742,8385,129.654
supercritical_mst_r1_N158,0,supercritical,158,158,1,0.2,3,0.6,3,5,0.2,0.0191083,0.0204789,3.21519,28,11.0433,21,5.19434,11935,128.633
supercritical_mst_r1_N185,0,supercritical,185,185,1,0.2,3,0.6,3,5,0.2,0.0163043,0.0162162,2.98378,28,11.6841,20,5.29372,15576,129.381
supercritical_mst_r1_N217,0,supercritical,217,217,1,0.2,3,0.6,3,5,0.2,0.0138889,0.0141662,3.05991,36,15.17,29,7.95212,20910,128.396
supercritical_mst_r1_N254,0,supercritical,254,254,1,0.2,3,0.6,3,5,0.2,0.0118577,0.0120133,3.03937,32,14.1669,24,6.10171,29647,130.946
supercritical_mst_r1_N297,0,supercritical,297,297,1,0.2,3,0.6,3,5,0.2,0.0101351,0.00989626,2.92929,44,16.8906,31,8.24405,38503,124.569
supercritical_mst_r1_N349,0,supercritical,349,349,1,0.2,3,0.6,3,5,0.2,0.00862069,0.00851365,2.96275,43,15.8746,28,7.07966,53301,133.186
supercritical_mst_r1_N409,0,supercritical,409,409,1,0.2,3,0.6,3,5,0.2,0.00735294,0.00739489,3.01711,41,16.7206,29,7.31773,73923,139.777
supercritical_mst_r1_N479,0,supercritical,479,479,1,0.2,3,0.6,3,5,0.2,0.00627615,0.00581756,2.78079,45,17.3784,30,7.35187,93102,147.864
supercritical_mst_r1_N561,0,supercritical,561,561,1,0.2,3,0.6,3,5,0.2,0.00535714,0.00537306,3.00891,59,22.0364,40,10.1894,140724,167.848
supercritical_mst_r1_N658,0,supercritical,658,658,1,0.2,3,0.6,3,5,0.2,0.00456621,0.00430713,2.82979,44,18.3698,31,7.6407,185746,175.575
supercritical_mst_r1_N771,0,supercritical,771,771,1,0.2,3,0.6,3,5,0.2,0.0038961,0.0041134,3.16732,46,19.9194,33,8.07894,269750,223.61
supercritical_mst_r1_N904,0,supercritical,904,904,1,0.2,3,0.6,3,5,0.2,0.00332226,0.00343986,3.10619,60,23.2411,40,9.92556,371092,240.25
supercritical_mst_r1_N1060,0,supercritical,1060,1060,1,0.2,3,0.6,3,5,0.2,0.00283286,0.00270814,2.86792,78,29.0585,54,14.0171,481683,297.506
supercritical_mst_r1_N1242,0,supercritical,1242,1242,1,0.2,3,0.6,3,5,0.2,0.00241741,0.00243168,3.01771,70,29.272,52,13.4736,673393,324.385
supercritical_mst_r1_N1456,0,supercritical,1456,1456,1,0.2,3,0.6,3,5,0.2,0.00206186,0.00198067,2.88187,80,30.4265,52,13.1351,926853,387.484
supercritical_mst_r1_N1706,0,supercritical,1706,1706,1,0.2,3,0.6,3,5,0.2,0.00175953,0.00174715,2.9789,94,34.7579,62,16.0287,1284010,505.964
supercritical_mst_r1_N2000,0,supercritical,2000,2000,1,0.2,3,0.6,3,5,0.2,0.00150075,0.00152726,3.053,82,31.2898,54,13.0554,1805961,664.113
supercritical_mst_r2_N20,0,supercritical,20,20,1,0.2,3,0.6,3,5,0.2,0.157895,0.147368,2.8,10,4.43158,8,2.22972,190,133.747
supercritical_mst_r2_N23,0,supercritical,23,23,1,0.2,3,0.6,3,5,0.2,0.136364,0.118577,2.6087,10,4.28571,8,2.14127,210,131.697
supercritical_mst_r2_N27,0,supercritical,27,27,1,0.2,3,0.6,3,5,0.2,0.115385,0.0883191,2.2963,15,5.74409,12,3.44265,254,162.268
supercritical_mst_r2_N32,0,supercritical,32,32,1,0.2,3,0.6,3,5,0.2,0.0967742,0.120968,3.75,12,5.4375,9,2.49276,496,117.497
supercritical_mst_r2_N38,0,supercritical,38,38,1,0.2,3,0.6,3,5,0.2,0.0810811,0.086771,3.21053,12,5.14958,9,2.31026,595,115.837
supercritical_mst_r2_N44,0,supercritical,44,44,1,0.2,3,0.6,3,5,0.2,0.0697674,0.0634249,2.72727,19,7.29161,15,4.27035,751,112.645
supercritical_mst_r2_N52,0,supercritical,52,52,1,0.2,3,0.6,3,5,0.2,0.0588235,0.0603318,3.07692,15,6.46253,12,3.23955,1081,116.239
supercritical_mst_r2_N61,0,supercritical,61,61,1,0.2,3,0.6,3,5,0.2,0.05,0.0540984,3.2459,19,7.88896,16,4.28075,1486,118.118
supercritical_mst_r2_N71,0,supercritical,71,71,1,0.2,3,0.6,3,5,0.2,0.0428571,0.0482897,3.38028,20,8.13214,15,3.85285,2346,114.871
supercritical_mst_r2_N84,0,supercritical,84,84,1,0.2,3,0.6,3,5,0.2,0.0361446,0.0438898,3.64286,26,10.2892,21,5.60419,3486,114.344
supercritical_mst_r2_N98,0,supercritical,98,98,1,0.2,3,0.6,3,5,0.2,0.0309278,0.0311382,3.02041,25,9.42114,18,4.77477,4096,116.3
supercritical_mst_r2_N115,0,supercritical,115,115,1,0.2,3,0.6,3,5,0.2,0.0263158,0.0207475,2.36522,26,10.6365,20,5.3427,4567,114.026
supercritical_mst_r2_N134,0,supercritical,134,134,1,0.2,3,0.6,3,5,0.2,0.0225564,0.0215464,2.86567,23,9.59937,17,4.26001,7875,115.326
supercritical_mst_r2_N158,0,supercritical,158,158,1,0.2,3,0.6,3,5,0.2,0.0191083,0.0196727,3.08861,31,13.1193,24,6.25727,10586,126.317
supercritical_mst_r2_N185,0,supercritical,185,185,1,0.2,3,0.6,3,5,0.2,0.0163043,0.0159224,2.92973,27,11.7965,21,5.14104,15051,117.722
supercritical_mst_r2_N217,0,supercritical,217,217,1,0.2,3,0.6,3,5,0.2,0.0138889,0.0128862,2.78341,33,12.3537,21,5.36642,20302,123.591
supercritical_mst_r2_N254,0,supercritical,254,254,1,0.2,3,0.6,3,5,0.2,0.0118577,0.0120756,3.05512,39,14.3098,26,6.85902,29403,137.888
supercritical_mst_r2_N297,0,supercritical,297,297,1,0.2,3,0.6,3,5,0.2,0.0101351,0.00973701,2.88215,42,15.6192,29,7.5135,38506,170.35
supercritical_mst_r2_N349,0,supercritical,349,349,1,0.2,3,0.6,3,5,0.2,0.00862069,0.00854659,2.97421,41,17.5473,30,7.66562,53957,138.517
supercritical_mst_r2_N409,0,supercritical,409,409,1,0.2,3,0.6,3,5,0.2,0.00735294,0.00737092,3.00733,62,23.531,47,12.8533,74691,147.998
supercritical_mst_r2_N479,0,supercritical,479,479,1,0.2,3,0.6,3,5,0.2,0.00627615,0.00674348,3.22338,43,17.6376,29,7.2037,106491,158.344
supercritical_mst_r2_N561,0,supercritical,561,561,1,0.2,3,0.6,3,5,0.2,0.00535714,0.00546855,3.06239,41,16.1898,26,6.15645,135461,169.029
supercritical_mst_r2_N658,0,supercritical,658,658,1,0.2,3,0.6,3,5,0.2,0.00456621,0.00464023,3.04863,51,21.2377,37,9.09931,196880,190.075
supercritical_mst_r2_N771,0,supercritical,771,771,1,0.2,3,0.6,3,5,0.2,0.0038961,0.00387758,2.98573,60,23.6272,42,10.6985,266091,205.648
supercritical_mst_r2_N904,0,supercritical,904,904,1,0.2,3,0.6,3,5,0.2,0.00332226,0.00343741,3.10398,69,24.0794,43,10.9187,365944,237.223
supercritical_mst_r2_N1060,0,supercritical,1060,1060,1,0.2,3,0.6,3,5,0.2,0.00283286,0.00280614,2.9717,78,32.1186,61,15.9692,502507,274.185
supercritical_mst_r2_N1242,0,supercritical,1242,1242,1,0.2,3,0.6,3,5,0.2,0.00241741,0.00243946,3.02738,79,28.2462,49,12.073,685038,321.725
supercritical_mst_r2_N1456,0,supercritical,1456,1456,1,0.2,3,0.6,3,5,0.2,0.00206186,0.00201182,2.9272,75,31.4252,54,13.2533,943254,439.311
supercritical_mst_r2_N1706,0,supercritical,1706,1706,1,0.2,3,0.6,3,5,0.2,0.00175953,0.00175816,2.99766,71,28.6383,48,11.5117,1266450,473.983
supercritical_mst_r2_N2000,0,supercritical,2000,2000,1,0.2,3,0.6,3,5,0.2,0.00150075,0.00149525,2.989,74,31.6801,56,13.9926,1758763,643.694
